CO_POSICAO,TX_GABARITO,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,ANO,QUESTOES,ALTERNATIVAS
70,E,1.14176,0.61713,0.00161,2019,"Em nenhuma outra época o corpo magro adquiriu um sentido de corpo ideal e esteve tão em evidência como nos dias atuais: esse corpo, nu ou vestido, exposto em diversas revistas femininas e masculinas, está na moda: é capa de revistas, matérias de jornais, manchetes publicitárias, e se transformou em sonho de consumo para milhares de pessoas. Partindo dessa concepção, o gordo passa a ter um corpo visivelmente sem comedimento, sem saúde, um corpo estigmatizado pelo desvio, o desvio pelo excesso. Entretanto, como afirma a escritora Marylin Wann, é perfeitamente possível ser gordo e saudável. Frequentemente os gordos adoecem não por causa da gordura, mas sim  pelo estresse, pela opressão a que são submetidos.VASCONCELOS, N. A.; SUDO, I.; SUDO, N. Um peso na alma:  o corpo gordo e a mídia. Revista Mal-Estar e Subjetividade, n. 1, mar. 2004 (adaptado).No texto, o tratamento predominante na mídia sobre a relação entre saúde e corpo recebe a seguinte crítica:",A: Difusão das estéticas antigas; B: Exaltação das crendices populares; C: Propagação das conclusões científicas; D: Reiteração dos discursos hegemônicos; E: Contestação dos estereótipos consolidados
71,D,1.22262,0.2453,0.17471,2019,"No sistema capitalista, as muitas manifestações de crise criam condições que forçam a algum tipo de racionalização. Em geral, essas crises periódicas têm o efeito de expandir a capacidade produtiva e de renovar as condições de acumulação. Podemos conceber cada crise como uma mudança do processo de acumulação para um nível novo e superior.HARVEY, D. A produção capitalista do espaço .  São Paulo: Annablume, 2005 (adaptado).",A: condição para a inclusão dos trabalhadores no novo processo produtivo descrito no texto é aA associação sindical; B: participação eleitoral; C: migração internacional; D: qualificação profissional; E: regulamentação funcional
72,B,2.89534,0.60872,0.22906,2019,"Art. 90. As nomeações dos deputados e senadores para a Assembleia Geral, e dos membros dos Conselhos Gerais das províncias, serão feitas  por eleições, elegendo a massa dos cidadãos ativos em  assembleias paroquiais, os eleitores de província,  e estes, os representantes da nação e província.Art. 92. São excluídos de votar nas assembleias paroquiais:I. Os menores de vinte e cinco anos, nos quais se não compreendem os casados, os oficiais militares, que forem maiores de vinte e um anos, os bacharéis formados e os clérigos de ordens sacras.II. Os filhos de famílias, que estiverem na companhia de seus pais, salvo se servirem a ofícios públicos.III. Os criados de servir, em cuja classe não entram os guarda-livros, e primeiros caixeiros das casas de comércio, os criados da Casa Imperial,  que não forem de galão branco, e os administradores das fazendas rurais e fábricas.IV. Os religiosos e quaisquer que vivam em comunidade claustral.V. Os que não tiverem de renda líquida anual cem mil réis por bens de raiz, indústria, comércio, ou emprego.BRASIL. Constituição de 1824. Disponível em: www.planalto.gov.br. Acesso em: 4 abr. 2015 (adaptado).De acordo com os artigos do dispositivo legal apresentado, o sistema eleitoral instituído no início do Império é marcado pelo(a)",A: representação popular e sigilo individual; B: voto indireto e perfil censitário; C: liberdade pública e abertura política; D: ética partidária e supervisão estatal; E: caráter liberal e sistema parlame ntar
73,C,1.40104,1.15692,0.09673,2019,"O cristianismo incorporou antigas práticas relativas ao fogo para criar uma festa sincrética. A igreja retomou a distância de seis meses entre os nascimentos de Jesus Cristo e João Batista e instituiu a data de comemoração a este último de tal maneira que as festas do solstício de verão europeu com suas tradicionais fogueiras se tornaram “fogueiras de São João”. A festa do fogo e da luz no entanto não foi imediatamente associada a São João Batista. Na Baixa Idade Média, algumas práticas tradicionais da festa (como banhos, danças e cantos) foram perseguidas por monges e bispos. A partir do Concílio de Trento  (1545-1563), a Igreja resolveu adotar celebrações em torno do fogo e associá-las à doutrina cristã.CHIANCA, L. Devoção e diversão: expressões contemporâneas de festas e santos católicos. Revista  Anthropológicas ,  n. 18, 2007 (adaptado).Com o objetivo de se fortalecer, a instituição mencionada no texto adotou as práticas descritas, que consistem em",A: promoção de atos ecumênicos; B: fomento de orientações bíblicas; C: apropriação de cerimônias seculares; D: retomada de ensinamentos apostólicos; E: ressignificação de rituais fundamentalistas
74,C,2.06585,1.48052,0.17341,2019,"Penso que não há um sujeito soberano, fundador, uma forma universal de sujeito que poderíamos encontrar em todos os lugares. Penso, pelo contrário, que o sujeito se constitui através das práticas de  sujeição ou, de maneira mais autônoma, através de práticas de liberação, de liberdade, como na Antiguidade — a partir, obviamente, de um certo número de regras, de estilos,  que podemos encontrar no meio cultural.FOUCAULT, M. Ditos e escritos V: ética, sexualidade, política.  Rio de Janeiro: Forense Universitária, 2004.O texto aponta que a subjetivação se efetiva numa dimensão","A: legal, pautada em preceitos jurídicos; B: racional, baseada em pressupostos lógicos; C: contingencial, processada em interações sociais; D: transcendental, efetivada em princípios religiosos; E: essencial, fundamentada em parâmetros substancialistas"
75,A,2.05925,0.34452,0.21848,2019,"TEXTO IOs segredos da natureza se revelam mais sob a tortura dos experimentos do que no seu curso natural.BACON, F. Novum Organum, 1620. In: HADOT, P. O véu de Ísis : ensaio sobre a história da ideia de natureza.  São Paulo: Loyola, 2006.TEXTO IIO ser humano, totalmente desintegrado do todo, não percebe mais as relações de equilíbrio da natureza.  Age de forma totalmente desarmônica sobre o ambiente, causando grandes desequilíbrios ambientais.GUIMARÃES, M. A dimensão ambiental na educação.  Campinas: Papirus, 1995.Os textos indicam uma relação da sociedade diante da natureza caracterizada pela",A: objetificação do espaço físico; B: retomada do modelo criacionista; C: recuperação do legado ancestral; D: infalibilidade do método científico; E: formação da cosmovisão holística
76,D,2.34674,1.87883,0.11625,2019,"Essa atmosfera de loucura e irrealidade, criada pela aparente ausência de propósitos, é a verdadeira cortina de ferro que esconde dos olhos do mundo todas as formas de campos de concentração. Vistos de fora, os campos e o que neles acontece só podem ser descritos com imagens extraterrenas, como se a vida fosse neles separada das finalidades deste mundo. Mais que o arame farpado, é a irrealidade dos detentos que ele confina que provoca uma crueldade tão incrível que termina levando à aceitação do extermínio como solução perfeitamente normal.ARENDT, H. Origens do totalitarismo . São Paulo:  Cia. das Letras, 1989 (adaptado).","A: partir da análise da autora, no encontro das temporalidades históricas, evidencia-se uma crítica à naturalização do(a)A ideário nacional, que legitima as desigualdades sociais; B: alienação ideológica, que justifica as ações individuais; C: cosmologia religiosa, que sustenta as tradições hierárquicas; D: segregação humana, que fundamenta os projetos biopolíticos; E: enquadramento cultural, que favorece os comportamentos punitivos"
77,B,2.63717,1.07054,0.22582,2019,"Fala-se aqui de uma arte criada nas ruas e para  as ruas, marcadas antes de tudo pela vida cotidiana, seus conflitos e suas possibilidades, que poderiam  envolver técnicas, agentes e temas que não fossem encontrados nas instituições mais tradicionais e formais.VALVERDE, R. R. H. F. Os limites da inversão: a heterotopia do  Beco do Batman. Boletim Goiano de Geografia (Online).   Goiânia, v. 37, n. 2, maio/ago. 2017 (adaptado).A manifestação artística expressa na imagem e  apresentada no texto integra um movimento contemporâneo de",A: regulação das relações sociais; B: apropriação dos espaços públicos; C: padronização das culturas urbanas; D: valorização dos formalismos estéticos; E: revitalização dos patrimônios históricos
78,E,2.44871,1.81367,0.12029,2019,"TEXTO IDuas coisas enchem o ânimo de admiração e veneração sempre crescentes: o céu estrelado sobre mim e a lei moral em mim.KANT, I. Crítica da razão prática. Lisboa: Edições 70, s/d (adaptado).TEXTO IIDuas coisas admiro: a dura lei cobrindo-me e o estrelado céu dentro de mim.FONTELA, O. Kant (relido). In: Poesia completa. São Paulo: Hedra, 2015.",A: releitura realizada pela poeta inverte as seguintes ideias centrais do pensamento kantiano:A Possibilidade da liberdade e obrigação da ação; B: Aprioridade do juízo e importância da natureza; C: Necessidade da boa vontade e crítica da metafísica; D: Prescindibilidade do empírico e autoridade da razão; E: Interioridade da norma e fenomenalidade do mundo
79,A,0.73411,1.20733,0.01008,2019,"A soberania dos cidadãos dotados de plenos direitos era imprescindível para a existência da cidade-estado. Segundo os regimes políticos, a proporção desses cidadãos em relação à população total dos homens livres podia variar muito, sendo bastante pequena nas aristocracias e oligarquias e maior nas democracias.CARDOSO, C. F. A cidade-estado clássica. São Paulo: Ática, 1985.Nas cidades-estado da Antiguidade Clássica, a proporção de cidadãos descrita no texto é explicada pela adoção do seguinte critério para a participação política:",A: Controle da terra; B: Liberdade de culto; C: Igualdade de gênero; D: Exclusão dos militares; E: Exigência da alfabetização
80,D,1.20499,0.975,0.146,2019,"A Revolta da Vacina (1904) mostrou claramente o aspecto defensivo, desorganizado, fragmentado da ação popular. Não se negava o Estado, não se reivindicava participação nas decisões políticas; defendiam-se valores e direitos considerados acima da  intervenção do Estado.CARVALHO, J. M. Os bestializados: o Rio de Janeiro e a República que não foi. São Paulo: Cia. das Letras, 1987 (adaptado).A mobilização analisada representou um alerta,  na medida em que a ação popular questionava",A: a alta de preços; B: a política clientelista; C: as reformas urbanas; D: o arbítrio governamental; E: as práticas eleitorais
81,B,3.04427,1.36609,0.23176,2019,"A partir da segunda metade do século XVIII,  o número de escravos recém-chegados cresce no Rio e se estabiliza na Bahia. Nenhum lugar servia tão bem à recepção de escravos quanto o Rio de Janeiro.FRANÇA, R. O tamanho real da escravidão. O Globo ,  5 abr. 2015 (adaptado).Na matéria, o jornalista informa uma mudança na dinâmica do tráfico atlântico que está relacionada à seguinte atividade:",A: Coleta de drogas do sertão; B: Extração de metais preciosos; C: Adoção da pecuária extensiva; D: Retirada de madeira do litoral; E: Exploração da lavoura de tabaco
82,A,2.78428,0.48121,0.18255,2019,"Tratava-se agora de construir um ritmo novo. Para tanto, era necessário convocar todas as forças vivas da Nação, todos os homens que, com vontade de trabalhar e confiança no futuro, pudessem erguer, num tempo novo, um novo Tempo. E, à grande convocação que conclamava o povo para a gigantesca tarefa, começaram a chegar de todos os cantos da imensa pátria os trabalhadores: os homens simples e quietos, com pés de raiz, rostos de couro e mãos de pedra, e no calcanho, em carro de boi, em lombo  de burro, em paus-de-arara, por todas as formas possíveis e imagináveis, em sua mudez cheia de esperança, muitas vezes deixando para trás mulheres e filhos a aguardar suas promessas de melhores dias; foram chegando de tantos povoados, tantas cidades cujos nomes pareciam cantar saudades aos seus ouvidos, dentro dos antigos ritmos da imensa pátria... Terra de sol, Terra de luz... Brasil! Brasil! Brasília!MORAES, V.; JOBIM, A. C. Brasília, sinfonia da alvorada. III — A chegada dos candangos. Disponível em: www.viniciusdemoraes.com.br. Acesso em: 14 ago. 2012 (adaptado).No texto, a narrativa produzida sobre a construção de Brasília articula os elementos políticos e  socioeconômicos indicados, respectivamente, em:",A: Apelo simbólico e migração inter-regional; B: Organização sindical e expansão do capital; C: Segurança territorial e estabilidade financeira; D: Consenso partidário e modernização rodoviária; E: Perspectiva democrática e eficácia dos transportes
83,D,3.56414,0.51626,0.13663,2019,"Saudado por centenas de militantes de movimentos sociais de quarenta países, o papa Francisco encerrou no dia 09/07/2015 o 2º Encontro Mundial dos  Movimentos Populares, em Santa Cruz de La Sierra,  na Bolívia. Segundo ele, a “globalização da esperança, que nasce dos povos e cresce entre os pobres,  deve substituir esta globalização da exclusão e  da indiferença”.Disponível em: http://cartamaior.com.br.  Acesso em: 15 jul. 2015 (adaptado).No texto há uma crítica ao seguinte aspecto do  mundo globalizado:",A: Liberdade política; B: Mobilidade humana; C: Conectividade cultural; D: Disparidade econômica; E: Complementaridade comercial
84,B,1.13705,0.24894,0.00655,2019,"A Declaração Universal dos Direitos Humanos, adotada e proclamada pela Assembleia Geral da ONU na Resolução 217-A, de 10 de dezembro de 1948, foi um acontecimento histórico de grande relevância. Ao afirmar, pela primeira vez em escala planetária, o papel dos direitos humanos na convivência coletiva, pode ser considerada um evento inaugural de uma nova concepção de vida internacional.LAFER, C. Declaração Universal dos Direitos Humanos (1948).  In: MAGNOLI, D. (Org.). História da paz. São Paulo: Contexto, 2008.",A: declaração citada no texto introduziu uma nova concepção nas relações internacionais ao possibilitar aA superação da soberania estatal; B: defesa dos grupos vulneráveis; C: redução da truculência belicista; D: impunidade dos atos criminosos; E: inibição dos choques civilizacionais
85,B,1.43499,2.25728,0.06711,2019,"“Nossa cultura não cabe nos seus museus”.TOLENTINO, A. B. Patrimônio cultural e discursos museológicos. Midas, n. 6, 2016.Produzida no Chile, no final da década de 1970, a imagem expressa um conflito entre culturas e sua presença em museus decorrente da",A: valorização do mercado das obras de arte; B: definição dos critérios de criação de acervos; C: ampliação da rede de instituições de memória; D: burocratização do acesso dos espaços expositivos; E: fragmentação dos territórios das comunidades representadas
86,B,1.69675,2.03032,0.19839,2019,"A ocasião fez o ladrão: Francis Drake travava sua guerra de pirataria contra a Espanha papista quando roubou as tropas de mulas que levavam o ouro do Peru para o Panamá. Graças à cumplicidade da rainha Elizabeth I, ele reincide e saqueia as costas do Chile e do Peru antes de regressar pelo Oceano Pacífico, e depois pelo Índico. Ora, em Ternate ele oferece sua proteção a um sultão revoltado com os portugueses; assim nasce o primeiro entreposto inglês ultramarino.FERRO, M. História das colonizações. Das colonizações  às independências. Séculos XIII a XX.  São Paulo: Cia. das Letras, 1996.","A: tática adotada pela Inglaterra do século XVI, conforme citada no texto, foi o meio encontrado paraA restabelecer o crescimento da economia mercantil; B: conquistar as riquezas dos territórios americanos; C: legalizar a ocupação de possessões ibéricas; D: ganhar a adesão das potências europeias; E: fortalecer as rotas do comércio marítimo"
87,A,2.067,0.32546,0.20034,2019,"O Ministério do Trabalho e Emprego (MTE) realizou 248 ações fiscais e resgatou um total de  1 590 trabalhadores da situação análoga à de escravo, em 2014, em todo o país. A análise do enfrentamento do trabalho em condições análogas às de escravo materializa a efetivação de parcerias inéditas no trato da questão, podendo ser referenciadas ações fiscais realizadas com o Ministério da Defesa,  Exército Brasileiro, Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama) e Instituto Chico Mendes de Conservação da  Biodiversidade (ICMBio).Disponível em: http://portal.mte.gov.br.  Acesso em: 4 fev. 2015 (adaptado).",A: estratégia defendida no texto para reduzir o problema social apontado consiste em:A Articular os órgãos públicos; B: Pressionar o Poder Legislativo; C: Ampliar a emissão das multas; D: Limitar a autonomia das empresas; E: Financiar as pesquisas acadêmicas
88,C,2.21046,1.12907,0.18621,2019,"O bônus demográfico é caracterizado pelo período em que, por causa da redução do número de filhos por mulher, a estrutura populacional fica favorável ao crescimento econômico. Isso acontece porque há proporcionalmente menos crianças na população, e o percentual de idosos ainda não é alto.GOIS, A. O Globo , 5 abr. 2015 (adaptado).",A: ação estatal que contribui para o aproveitamento do bônus demográfico é o estímulo àA atração de imigrantes; B: elevação da carga tributária; C: qualificação da mão de obra; D: admissão de exilados políticos; E: concessão de aposentadorias
89,D,3.49023,1.02573,0.18725,2019,"Os moradores de Utqiagvik passaram dois meses quase totalmente na escuridãoOs habitantes desta pequena cidade no Alasca — o estado dos Estados Unidos mais ao norte —  já estão acostumados a longas noites sem ver a luz do dia. Em 18 de novembro de 2018, seus pouco mais de 4 mil habitantes viram o último pôr do sol do ano.  A oportunidade seguinte para ver a luz do dia ocorreu no dia 23 de janeiro de 2019, às 13 h 04 min (horário local).Disponível em: www.bbc.com. Acesso em: 16 maio 2019 (adaptado).O fenômeno descrito está relacionado ao fato de a cidade citada ter uma posição geográfica condicionada pela",A: continentalidade; B: maritimidade; C: longitude; D: latitude; E: altitude
90,B,,,,2019,"A fome não é um problema técnico, pois ela não se deve à falta de alimentos, isso porque a fome convive hoje com as condições materiais para resolvê-la.PORTO-GONÇALVES, C. W. Geografia da riqueza, fome e meio ambiente. In: OLIVEIRA, A. U.; MARQUES, M. I. M. (Org.). O campo no século XXI : território de vida, de luta e de construção da justiça social. São Paulo: Casa Amarela; Paz e Terra, 2004 (adaptado).O texto demonstra que o problema alimentar apresentado tem uma dimensão política por estar associado ao(à)",A: escala de produtividade regional; B: padrão de distribuição de renda; C: dificuldade de armazenamento de grãos; D: crescimento da população mundial; E: custo de escoamento dos produtos
46,D,3.53336,1.34087,0.13677,2020,"         Embora inegáveis os benefícios que ambas as economias têm auferido do intercâmbio comercial, o Brasil tem reiterado seu objetivo de desenvolver com a China uma relação comercial menos assimétrica. Os números revelam com clareza a assimetria. As exportações brasileiras de produtos básicos, especialmente soja, minério de ferro e petróleo, compõem, dependendo do ano, algo entre 75% e 80% da pauta, ao passo que as importações brasileiras consistem, aproximadamente, em 95% de produtos industrializados chineses, que vão desde os mais variados bens de consumo até máquinas e equipamentos de alto valor.LEÃO, V.  C. Prefácio. In: CINTRA, M. A. M.; SILVA FILHO, E. B.; PINTO, E. C. (Org.).China em transformação: dimensões econômicas e geopolíticas do desenvolvimento. Rio de Janeiro: Ipea, 2015.Uma ação estatal de longo prazo capaz de reduzir a assimetria na balança comercial brasileira, conforme exposto no texto, é o(a)",A:  expansão do setor extrativista; B:  incremento da atividade agrícola; C:  diversificação da matriz energética; D:  fortalecimento da pesquisa científica; E:  monitoramento do fluxo alfandegário
47,A,2.47767,1.82861,0.30933,2020,"         As estatísticas mais recentes do Brasil rural revelam um paradoxo que interessa a toda sociedade: o emprego de natureza agrícola definha em praticamente todo o país, mas a população residente no campo voltou a crescer; ou pelo menos parou de cair. Esses sinais trocados sugerem que a dinâmica agrícola, embora fundamental, já não determina sozinha os rumos da demografia no campo. Esse novo cenário é explicado em parte pelo incremento do emprego não agrícola no campo. Ao mesmo tempo, aumentou a massa de desempregados, inativos e aposentados que mantêm residência rural.SILVA, J. G. Velhos e novos mitos do rural brasileiro. Estudos Avançados, n. 43, dez. 2001.Sobre o espaço brasileiro, o texto apresenta argumentos que refletem a ",A:  heterogeneidade do modo de vida agrário; B:  redução do fluxo populacional nas cidades; C:  correlação entre força de trabalho e migração sazonal; D:  indissociabilidade entre local de moradia e acesso à renda; E:  desregulamentação das propriedades nas zonas de fronteira
48,B,2.15838,1.83008,0.13413,2020,"         Nas últimas décadas, uma acentuada feminização no mundo do trabalho vem ocorrendo. Se a participação masculina pouco cresceu no período pós-1970, a intensificação da inserção das mulheres foi o traço marcante. Entretanto, essa presença feminina se dá mais no espaço dos empregos precários, onde a exploração, em grande medida, se encontra mais acentuada.NOGUEIRA, C. M. As trabalhadoras do telemarketing: uma nova divisão sexual do trabalho? In: ANTUNES, R. et al. Infoproletários : degradação real do trabalho virtual.São Paulo: Boitempo, 2009.A transformação descrita no texto tem sido insuficiente para o estabelecimento de uma condição de igualdade de oportunidade em virtude da(s)",A:  estagnação de direitos adquiridos e do anacronismo da legislação vigente; B:  manutenção do status quo gerencial e dos padrões de socialização familiar; C:  desestruturação da herança patriarcal e das mudanças do perfil ocupacional; D:  disputas na composição sindical e da presença na esfera político-partidária; E:  exigências de aperfeiçoamento profissional e de habilidades na competência diretiva
49,C,3.11394,1.33811,0.15766,2020,"         A propriedade compreende, em seu conteúdo e alcance, além do tradicional direito de uso, gozo e disposição por parte de seu titular, a obrigatoriedade do atendimento de sua função social, cuja definição é inseparável do requisito obrigatório do uso racional da propriedade e dos recursos ambientais que lhe são integrantes. O proprietário, como membro integrante da comunidade, se sujeita a obrigações crescentes que, ultrapassando os limites do direito de vizinhança, no âmbito do direito privado, abrangem o campo dos direitos da coletividade, visando  o bem-estar geral, no âmbito do direito público.JELINEK, R. O princípio da função social da propriedade e sua repercussão sobre o sistema do Código Civil . Disponível em: www.mp.rs.gov.br. Acesso em: 20 fev. 2013.Os movimentos em prol da reforma agrária, que atuam com base no conceito de direito à propriedade apresentado no texto, propõem-se a",A:  reverter o processo de privatização fundiária; B:  ressaltar a inviabilidade da produção latifundiária; C:  defender a desapropriação dos espaços improdutivos; D:  impedir a produção exportadora nas terras agricultáveis; E:  coibir o funcionamento de empresas agroindustriais no campo
50,B,1.33904,-0.24666,0.20167,2020,"               A expansão das cidades e a formação das aglomerações urbanas no Brasil foram marcadas pela produção industrial e pela consolidação das metrópoles como locais de seu desenvolvimento. Na segunda metade do século XX, as metrópoles brasileiras estenderam-se por áreas de ocupação contínua, configurando densas regiões urbanizadas.MOURA, R. Arranjos urbano-regionais no Brasil: especificidades e reprodução de padrões. Disponível em: www.ub.edu. Acesso em: 11 fev. 2015.O resultado do processo geográfico descrito foi o(a)",A:  valorização da escala local; B:  crescimento das áreas periféricas; C:  densificação do transporte ferroviário; D:  predomínio do planejamento estadual; E:  inibição de consórcios intermunicipais
51,D,1.04807,0.55132,0.21946,2020,"               Zona de pastoreio e cultura do algodão e cereais do agreste (1963)CONVENÇÕESPASTOREIO - - - - - - - - - - - - - - -PLANTIO E LIMPA - - - - - - - - - -CRESCIMENTO- - - - - - - - - - -COLHEITA DE FEIJÃO - - - - - - - -COLHEITA DE MILHO VERDE - - -COLHEITA DE MILHO SECO - - -COLHEITA DE ALGODÃO - - - - - -ANDRADE, M. C. A terra e o homem no Nordeste. São Paulo: Brasiliense, 1963.",A: dinâmica produtiva apresentada na imagem tem como estratégia central a A  separação pelo tipo de solo; B:  exportação da colheita sazonal; C:  priorização da tecnologia moderna; D:  adequação pelo tempo da natureza; E:  intensificação da atividade pecuária
52,D,2.10695,0.73908,0.14776,2020,"         Dois grandes eventos históricos tornaram possível um caso como o de Menocchio: a invenção da imprensa e a Reforma. A imprensa lhe permitiu confrontar os livros com a tradição oral em que havia crescido e lhe forneceu as palavras para organizar o amontoado de ideias e fantasias que nele conviviam. A Reforma lhe deu audácia para comunicar o que pensava ao padre do vilarejo, conterrâneos, inquisidores — mesmo não tendo conseguido dizer tudo diante do papa, dos cardeais e dos príncipes, como queria.GINZBURG, C. O queijo e os vermes: o cotidiano e as ideias de um moleiro perseguido pela Inquisição. São Paulo: Cia. das Letras, 2006.Os acontecimentos históricos citados ajudaram esse indivíduo, no século XVI, a repensar a visão católica do mundo ao possibilitarem a",A:  consulta pública das bibliotecas reais; B:  sofisticação barroca do ritual litúrgico; C:  aceitação popular da educação secular; D:  interpretação autônoma dos textos bíblicos; E:  correção doutrinária das heresias medievais
53,D,1.93888,0.76774,0.16887,2020,"         “Devo estar chegando perto do centro da Terra. Deixe ver: deve ter sido mais de seis mil quilômetros, por aí...” (como se vê, Alice tinha aprendido uma porção de coisas desse tipo na escola, e embora essa não fosse uma oportunidade lá muito boa de demonstrar conhecimentos, já que não havia ninguém por perto para escutá-la, em todo caso era bom praticar um pouco) “... sim, deve ser mais ou menos essa a distância... mas então qual seria a latitude ou longitude em que estou?” (Alice não tinha a menor ideia do que fosse latitude ou longitude, mas achou que eram palavras muito imponentes).CARROLL, L. Aventuras de Alice: no País das Maravilhas, Através do espelho e outros textos. São Paulo: Summus, 1980.O texto descreve uma confusão da personagem em relação",A:  ao tipo de projeção cartográfica; B:  aos contornos dos fusos horários; C:  à localização do norte magnético; D:  aos referenciais de posição relativa; E:  às distorções das formas continentais
54,A,3.86355,0.08927,0.13133,2020,"         A arte pré-histórica africana foi incontestavelmente um veículo de mensagens pedagógicas e sociais. Os San, que constituem hoje o povo mais próximo da realidade das representações rupestres, afirmam que seus antepassados lhes explicaram sua visão do mundo a partir desse gigantesco livro de imagens que são as galerias. A educação dos povos que desconhecem a escrita está baseada sobretudo na imagem e no som, no audiovisual.KI-ZERBO, J. A arte pré-histórica africana. In: KI-ZERBO, J. (Org.)História geral da África, I: metodologia e pré-história da África.Brasília: Unesco, 2010.De acordo com o texto, a arte mencionada é importante para os povos que a cultivam por colaborar para o(a)",A:  transmissão dos saberes acumulados; B:  expansão da propriedade individual; C:  ruptura da disciplina hierárquica; D:  surgimento dos laços familiares; E:  rejeição de práticas exógenas
55,E,1.63342,3.51778,0.12276,2020,"         Será que as coisas lhe pareceriam diferentes se, de fato, todas elas existissem apenas na sua mente — se tudo o que você julgasse ser o mundo externo real fosse apenas um sonho ou alucinação gigante, de que você jamais fosse despertar? Se assim fosse, então é claro que você nunca poderia despertar, como faz quando sonha, pois significaria que não há mundo “real” no qual despertar. Logo, não seria exatamente igual a um sonho ou alucinação normal.NAGEL, T. Uma breve introdução à filosofia . São Paulo: Martins Fontes, 2011.O texto confere visibilidade a uma doutrina filosófica contemporânea conhecida como:","A:  Personalismo, que vincula a realidade circundante aos domínios do pessoal; B:  Falsificacionismo, que estabelece ciclos de problemas para refutar uma conjectura; C:  Falibilismo, que rejeita mecanismos mentais para sustentar uma crença inequívoca; D:  Idealismo, que nega a existência de objetos independentemente do trabalho cognoscente; E:  Solipsismo, que reconhece limitações cognitivas para compreender uma experiência compartilhada"
56,D,1.73079,1.00147,0.27,2020,"         A demanda mundial para a produção de alimentos aumenta progressivamente a taxas muito altas. Atualmente, na maioria dos países, continentes e regiões, a água consumida na agricultura é de cerca de 70% da disponibilidade total.TUNDISI, J. G. Recursos hídricos no futuro: problemas e soluções.Estudos Avançados, n. 63, 2008 (adaptado).Para que haja a redução da pressão sobre o recurso natural mencionado, a expansão da agricultura demanda melhorias no(a)",A:  fertilização química do solo; B:  escoamento hídrico do terreno; C:  manutenção de poços artesianos; D:  eficiência das técnicas de irrigação.; E:  velocidade das máquinas colheitadeiras
57,B,2.04864,2.07959,0.11925,2020,"         No caso do Departamento de Defesa dos Estados Unidos, a ênfase está posta no traçado de uma estratégia geral de desarticulação, não só dos inimigos reais como dos potenciais, inserida na concepção preventiva que supõe que a mínima dissidência é um sinal de perigo e de guerra futura. Deve-se ter capacidade para responder a uma guerra convencional tanto quanto para enfrentar um inimigo difuso, atentando simultaneamente para todas as áreas geográficas do planeta. Trata-se, sem dúvida, da estratégia com pretensões mais abrangentes que se desenvolveu até agora.CECEÑA, A. E. Hegemonias e emancipações no século XXI.Buenos Aires: Clacso, 2005 (adaptado).Tomando o texto como parâmetro, qual tendência contemporânea impulsiona a formulação de estratégias mais abrangentes por parte do Estado americano?",A:  Erradicação dos conflitos em territórios; B:  Propagação de organizações em redes; C:  Eliminação das diferenças regionais; D:  Ampliação de modelo democrático; E:  Projeção da diplomacia mundial
58,E,1.34049,1.03565,0.19675,2020,"         O planejamento deixou de controlar o crescimento urbano e passou a encorajá-lo por todos os meios possíveis e imagináveis. Cidades, a nova mensagem soou em alto e bom som, eram máquinas de produzir riquezas; o primeiro e principal objetivo do planejamento devia ser o de azeitar a máquina.HALL, P. Cidades do amanhã: uma história intelectual do planejamento e do projeto urbanos no século XX. São Paulo: Perspectiva, 2016 (adaptado).O modelo de planejamento urbano problematizado no texto é marcado pelo(a)",A:  primazia da gestão popular; B:  uso de práticas sustentáveis; C:  construção do bem-estar social; D:  soberania do poder governamental; E:  ampliação da participação empresarial
59,C,1.30366,1.05118,0.23195,2020,"         Escudos antigos ou maciços cristalinos são blocos imensos de rochas antigas. Estes escudos são constituídos por rochas cristalinas (magmático-plutônicas), formadas em eras pré-cambrianas, ou por rochas metamórficas (material sedimentar) do Paleozoico. São resistentes, estáveis, porém bastante desgastadas. Correspondem a 36% da área territorial e dividem-se em duas grandes porções: o Escudo das Guianas (norte da Planície Amazônica) e o Escudo Brasileiro (porção centro-oriental brasileira).Disponível em: http://ambientes.ambientebrasil.com.br. Acesso em: 25 jun. 2015.As estruturas geológicas indicadas no texto são importantes economicamente para o Brasil por concentrarem",A:  fontes de águas termais; B:  afloramentos de sal-gema; C:  jazidas de minerais metálicos; D:  depósitos de calcário agrícola; E:  reservas de combustível fóssil
60,E,1.94651,1.07266,0.32936,2020,"         Em A morte de Ivan Ilitch, Tolstoi descreve com detalhes repulsivos o terror de encarar a morte iminente. Ilitch adoece depois de um pequeno acidente e logo compreende que se encaminha para o fim de modo impossível de parar. “Nas profundezas de seu coração, ele sabia estar morrendo, mas em vez de se acostumar com a ideia, simplesmente não o fazia e não conseguia compreendê-la”.KAZEZ, J. O peso das coisas: filosofia para o bem-viver. Rio de Janeiro: Tinta Negra, 2004.O texto descreve a experiência do personagem de Tolstoi diante de um aspecto incontornável de nossas vidas. Esse aspecto foi um tema central na tradição filosófica","A:  marxista, no contexto do materialismo histórico; B:  logicista, no propósito de entendimento dos fatos; C:  utilitarista, no sentido da racionalidade das ações; D:  pós-modernista, na discussão da fluidez das relações; E:  existencialista, na questão do reconhecimento de si"
