numero_questao,gabarito,nu_param_B,enunciado,alternativas,ano,enunciado_limpo,alternativas_limpo
84,E,1.56358,"         A colisão entre uma placa continental e uma oceânica provocará a subducção desta última sob a placa continental, que, a exemplo dos arcos e ilhas, produzirá um arco magmático na borda do continente, composto por rochas vulcânicas acompanhado de deformações e metamorfismo tanto de rochas preexistentes como de parte das rochas formadas no processo.TEIXEIRA, W. et al. (Org.). Decifrando a Terra . São Paulo: Oficina de Textos, 2000. Qual feição fisiográfica é gerada pelo processo tectônico apresentado?",A:  Planícies abissais; B:  Planaltos cristalinos; C:  Depressões absolutas; D:  Bacias sedimentares; E:  Dobramentos modernos,2020,acompanhado al apresentado arco arcos borda colisão composto continental continente decifrando deformações desta et exemplo feição fisiográfica formadas gerada ilhas magmático metamorfismo oceânica oficina org parte paulo placa preexistentes processo produzirá provocará rochas sob subducção tanto tectônico teixeira terra textos vulcânicas w última,A: abissais planícies; B: cristalinos planaltos; C: absolutas depressões; D: bacias sedimentares; E: dobramentos modernos
85,B,1.21931,"         O movimento sedicioso ocorrido na capitania de Pernambuco, no ano 1817, foi analisado de formas diferentes por dois meios de comunicação daquela época. O Correio Braziliense apontou para o fato de ser “a comoção no Brasil motivada por um descontentamento geral, e não por maquinações de alguns indivíduos”. Já a Gazeta do Rio de Janeiro considerou o movimento como um “pontual desvio de norma, apenas uma ‘mancha’ nas ‘páginas da História Portuguesa’, tão distinta pelos testemunhos de amor e respeito que os vassalos desta nação consagram ao seu soberano”.JANCSÓ, I.; PIMENTA, J. P. Peças de um mosaico. In: MOTA, C. G. (Org.). Viagem Incompleta:a experiência brasileira (1500-2000). São Paulo: Senac, 2000 (adaptado).Os fragmentos das matérias jornalísticas sobre o acontecimento, embora com percepções diversas, relacionam-se a um aspecto do processo de independência da colônia luso-americana expresso em dissensões entre",A:  quadros dirigentes em torno da abolição da ordem escravocrata; B:  grupos regionais acerca da configuração político--territorial; C:  intelectuais laicos acerca da revogação do domínio eclesiástico; D:  homens livres em torno da extensão do direito de voto; E:  elites locais acerca da ordenação do monopólio fundiário,2020,acontecimento adaptado alguns americana amor analisado ano apenas apontou aspecto brasil brasileira braziliense c capitania colônia comoção comunicação consagram considerou correio daquela descontentamento desta desvio diferentes dissensões distinta diversas dois embora experiência expresso fato formas fragmentos g gazeta geral história i in incompleta independência indivíduos j jancsó janeiro jornalísticas luso mancha maquinações matérias meios mosaico mota motivada movimento nação norma ocorrido org p paulo percepções pernambuco peças pimenta pontual portuguesa processo páginas relacionam respeito rio sedicioso senac soberano sobre testemunhos tão vassalos viagem época,A: abolição dirigentes escravocrata ordem quadros torno; B: acerca configuração grupos político regionais territorial; C: acerca domínio eclesiástico intelectuais laicos revogação; D: direito extensão homens livres torno voto; E: acerca elites fundiário locais monopólio ordenação
86,D,1.2341,"         Declaração de Direitos do Homem e do Cidadão – 1789Os representantes do povo francês, tendo em vista que a ignorância, o esquecimento ou o desprezo dos direitos do homem são as únicas causas dos males públicos e da corrupção dos governos, resolveram declarar solenemente os direitos naturais, inalienáveis e sagrados do homem, a fim de que esta declaração, sempre presente em todos os membros do corpo social, lhes lembre permanentemente seus direitos e seus deveres; a fim de que as reivindicações dos cidadãos, fundadas em princípios simples e incontestáveis, se dirijam sempre à conservação da Constituição e à felicidade geral.Disponível em: www.direitoshumanosusp.br. Acesso em: 7 jun. 2018 (adaptado).Esse documento, elaborado no contexto da Revolução Francesa, reflete uma profunda mudança social ao estabelecer a",A:  manutenção das terras comunais; B:  supressão do poder constituinte; C:  falência da sociedade burguesa; D:  paridade do tratamento jurídico; E:  abolição dos partidos políticos,2020,acesso adaptado br causas cidadão cidadãos conservação constituição contexto corpo corrupção declarar declaração desprezo deveres direitos direitoshumanosusp dirijam disponível documento elaborado esquecimento estabelecer felicidade fim francesa francês fundadas geral governos homem ignorância inalienáveis incontestáveis jun lembre males membros mudança naturais permanentemente povo presente princípios profunda públicos reflete reivindicações representantes resolveram revolução sagrados sempre simples social solenemente tendo todos vista www únicas,A: comunais manutenção terras; B: constituinte poder supressão; C: burguesa falência sociedade; D: jurídico paridade tratamento; E: abolição partidos políticos
87,E,1.25879,"         Na Grécia, o conceito de povo abrange tão somente aqueles indivíduos considerados cidadãos. Assim é possível perceber que o conceito de povo era muito restritivo. Mesmo tendo isso em conta, a forma democrática vivenciada e experimentada pelos gregos atenienses nos séculos IV e V a.C. pode ser caracterizada, fundamentalmente, como direta.MANDUCO, A. Ciência política . São Paulo: Saraiva, 2011.Naquele contexto, a emergência do sistema de governo mencionado no excerto promoveu o(a)",A:  competição para a escolha de representantes; B:  campanha pela revitalização das oligarquias; C:  estabelecimento de mandatos temporários; D:  declínio da sociedade civil organizada; E:  participação no exercício do poder,2020,abrange assim atenienses c caracterizada cidadãos ciência conceito considerados conta contexto democrática direta emergência excerto experimentada forma fundamentalmente governo gregos grécia indivíduos iv manduco mencionado naquele paulo perceber pode política possível povo promoveu restritivo saraiva sistema somente séculos tendo tão v vivenciada,A: competição escolha representantes; B: campanha oligarquias revitalização; C: estabelecimento mandatos temporários; D: civil declínio organizada sociedade; E: exercício participação poder
88,C,0.10876,"         TEXTO I Rio Tietê, São Paulo (SP). Foto: Delfim Martins/Pulsar.TEXTO IIO Rio Tietê está morto. Ao menos uma parte dele: 137 quilômetros, para ser mais preciso. Uma pesquisa da Fundação SOS Mata Atlântica mostra que, em 2016, o trecho do rio com qualidade de água classificada como ruim ou péssima começa em Itaquaquecetuba, passa por toda a Região Metropolitana de São Paulo e chega até Cabreúva, já no interior de São Paulo. Nesse trecho, a água não tem oxigênio suficiente para abrigar vida.Disponível em: http://epoca.globo.com. Acesso em: 7 dez. 2017 (adaptado).Considerando a análise dos textos, a condição atual desse rio tem como origem a ",A:  valorização do sítio urbano; B:  extinção da vegetação nativa.; C:  recepção de densa carga de dejetos; D:  captação desordenada do regime pluvial; E:  expansão do uso de defensivos químicos,2020,abrigar acesso adaptado análise atlântica atual cabreúva chega classificada começa condição considerando delfim desse dez disponível epoca foto fundação globo http i iio interior itaquaquecetuba martins mata menos metropolitana morto mostra nesse origem oxigênio parte passa paulo pesquisa preciso pulsar péssima qualidade quilômetros região rio ruim sos sp suficiente texto textos tietê toda trecho vida água,A: sítio urbano valorização; B: extinção nativa vegetação; C: carga dejetos densa recepção; D: captação desordenada pluvial regime; E: defensivos expansão químicos uso
89,D,0.55811,"         Adão, ainda que supuséssemos que suas faculdades racionais fossem inteiramente perfeitas desde o início, não poderia ter inferido da fluidez e transparência da água que ela o sufocaria, nem da luminosidade e calor do fogo que este poderia consumi-lo. Nenhum objeto jamais revela, pelas qualidades que aparecem aos sentidos, nem as causas que o produziram, nem os efeitos que dele provirão; e tampouco nossa razão é capaz de extrair, sem auxílio da experiência, qualquer conclusão referente à existência efetiva de coisas ou questões de fato.HUME, D. Uma investigação sobre o entendimento humano . São Paulo: Unesp, 2003.Segundo o autor, qual é a origem do conhecimento humano?",A:  A potência inata da mente.; B:  A revelação da inspiração divina; C:  O estudo das tradições filosóficas; D:  A vivência dos fenômenos do mundo; E:  O desenvolvimento do raciocínio abstrato,2020,adão ainda aparecem autor auxílio calor capaz causas coisas conclusão conhecimento consumi d desde efeitos efetiva entendimento existência experiência extrair faculdades fato fluidez fogo humano hume inferido inteiramente investigação início jamais lo luminosidade nenhum objeto origem paulo perfeitas poderia produziram provirão qualidades qualquer questões racionais razão referente revela segundo sentidos sobre sufocaria supuséssemos tampouco ter transparência unesp água,A: inata mente potência; B: divina inspiração revelação; C: estudo filosóficas tradições; D: fenômenos mundo vivência; E: abstrato desenvolvimento raciocínio
90,D,0.71578,"         TEXTO IO aumento de casos suspeitos de febre amarela em Minas pode estar relacionado à tragédia de Mariana, em 2015, segundo a bióloga da Fiocruz Márcia Chame. A hipótese tem como ponto de partida a localização das cidades mineiras que identificaram até o momento casos de pacientes com sintomas da doença. Grande parte está na região próxima do Rio Doce, afetado pelo rompimento da Barragem de Fundão, em novembro de 2015.  FORMENTI, L. Para bióloga, surto de febre amarela pode ter relação com tragédia de Mariana. O Estado de São Paulo, 14 jan. 2017.TEXTO IIPor outro lado, Servio Ribeiro considera remota a possibilidade de influência da tragédia de Mariana (MG) neste surto de febre amarela em Minas Gerais. “A febre amarela é uma doença de interior de floresta. O mosquito que a transmite põe ovos em cavidades de árvores e em bromélias. É um mosquito da estrutura da floresta. Ele não se relaciona muito com grandes corpos-d’água e com rios. As cidades afetadas pela doença estão em uma região onde os rejeitos não chegaram com força para derrubar a floresta”, diz o biólogo.RODRIGUES, L. Especialistas investigam relação entre febre amarela e degradação ambiental. Agência Brasil, 25 jan. 2017.Sobre a tragédia de Mariana, os textos apresentam divergência quanto ao(à)",A:  poluição dos rios locais; B:  identificação da área afetada; C:  destruição da vegetação nativa; D:  aparecimento de enfermidade endêmica; E:  surgimento de comunidades desabrigadas,2020,afetadas afetado agência amarela ambiental apresentam aumento barragem bióloga biólogo brasil bromélias casos cavidades chame chegaram cidades considera corpos d degradação derrubar divergência diz doce doença especialistas estado estrutura febre fiocruz floresta formenti força fundão gerais grande grandes hipótese identificaram iipor influência interior investigam io jan l lado localização mariana mg minas mineiras momento mosquito márcia neste novembro onde outro ovos pacientes parte partida paulo pode ponto possibilidade próxima põe quanto região rejeitos relaciona relacionado relação remota ribeiro rio rios rodrigues rompimento segundo servio sintomas sobre surto suspeitos ter texto textos tragédia transmite água árvores,A: locais poluição rios; B: afetada identificação área; C: destruição nativa vegetação; D: aparecimento endêmica enfermidade; E: comunidades desabrigadas surgimento
46,B,0.59033,"Seu turno de trabalho acabou, você já está em casa e é hora do jantar da família.
Mas, em vez de relaxar, você começa a pensar na possibilidade de ter recebido alguma
mensagem importante no e-mail profissional ou no grupo de WhatsApp da empresa.
Imediatamente, você fica distante. Momentos depois, com alguns toques na tela do
celular, você está de volta ao ambiente de trabalho. O jantar e a família ficaram em
segundo plano.
A simples vontade de checar mensagens do trabalho pós-expediente prejudica sua 
saúde — e a de sua família. Disponível em: www.bbc.com. Acesso em: 4 dez. 2018.
O texto indica práticas nas relações cotidianas do trabalho que causam para o indivíduo a",A: proteção da vida privada.; B: ampliação de atividades extras.; C: elevação de etapas burocráticas.; D: diversificação do lazer recreativo.; E: desobrigação de afazeres domésticos.,2021,acabou acesso alguma alguns ambiente bbc casa causam celular checar começa cotidianas dez disponível distante empresa expediente família fica ficaram grupo hora imediatamente importante indica indivíduo jantar mail mensagem mensagens momentos pensar plano possibilidade prejudica profissional práticas pós recebido relaxar relações saúde segundo simples tela ter texto toques trabalho turno vez volta vontade whatsapp www,A: privada proteção vida; B: ampliação atividades extras; C: burocráticas elevação etapas; D: diversificação lazer recreativo; E: afazeres desobrigação domésticos
47,A,1.33796,"Quando a taxa de remuneração do capital excede substancialmente a taxa de
crescimento da economia, pela lógica, a riqueza herdada aumenta mais rápido do que a
renda e a produção. Então, basta aos herdeiros poupar uma parte limitada da renda de
seu capital para que ele cresça mais rápido do que a economia como um todo. Sob essas
condições, é quase inevitável que a riqueza herdada supere a riqueza constituída durante
uma vida de trabalho, e que a concentração do capital atinja níveis muito altos.
PIKETTY, T. O capital no século XXI. Rio de Janeiro: Intrínseca, 2014 (adaptado).
Considerando os princípios que legitimam as democracias liberais, a lógica econômica
descrita no texto enfraquece o(a)",A: ideologia do mérito.; B: direito de nascimento.; C: eficácia da legislação.; D: ganho das financeiras.; E: eficiência dos mercados.,2021,adaptado altos atinja aumenta basta capital concentração condições considerando constituída crescimento cresça democracias descrita durante economia econômica enfraquece então excede herdada herdeiros inevitável intrínseca janeiro legitimam liberais limitada lógica níveis parte piketty poupar princípios produção quase remuneração renda rio riqueza rápido sob substancialmente supere século t taxa texto todo trabalho vida xxi,A: ideologia mérito; B: direito nascimento; C: eficácia legislação; D: financeiras ganho; E: eficiência mercados
48,D,1.61961,"Atualmente, o Programa de Melhoramento ""Uvas do Brasil"" utiliza métodos clássicos
de melhoramento, como seleção massal, seleção clonal e hibridações. Ações de ajuste
de manejo de seleções avançadas vêm sendo desenvolvidas paralelamente ao Programa
de Melhoramento, no sentido de viabilização desses materiais. Ao longo dos seus 40
anos, uma grande equipe técnica trabalhou para executar projetos de pesquisa para
atender às necessidades e às demandas de diferentes atores da vitivinicultura nacional,
incluindo produtores de uvas de mesa para exportação do semiárido nordestino,
viticultores interessados em produzir sucos em regiões tropicais ou pequenos produtores
familiares da região da Serra Gaúcha, interessados em melhorar a qualidade do vinho
artesanal que produzem.
Programa de Melhoramento Genético ""Uvas do Brasil"". Disponível em: www.embrapa.br. 
Acesso em: 24 nov. 2018 (adaptado).
Para melhorar a produção agrícola nas regiões mencionadas, as técnicas referidas no
texto buscaram adaptar o cultivo aos(às)",A: espécies nativas ameaçadas.; B: cadeias econômicas autônomas.; C: estruturas fundiárias tradicionais.; D: elementos ambientais singulares.; E: mercados consumidores internos.,2021,acesso adaptado adaptar agrícola ajuste anos artesanal atender atores atualmente avançadas ações br brasil buscaram clonal clássicos cultivo demandas desenvolvidas desses diferentes disponível embrapa equipe executar exportação familiares gaúcha genético grande hibridações incluindo interessados longo manejo massal materiais melhoramento melhorar mencionadas mesa métodos nacional necessidades nordestino nov paralelamente pequenos pesquisa produtores produzem produzir produção programa projetos qualidade referidas região regiões seleção seleções semiárido sendo sentido serra sucos texto trabalhou tropicais técnica técnicas utiliza uvas viabilização vinho viticultores vitivinicultura vêm www,A: ameaçadas espécies nativas; B: autônomas cadeias econômicas; C: estruturas fundiárias tradicionais; D: ambientais elementos singulares; E: consumidores internos mercados
49,C,0.38656,"TEXTO I
Portadoras de mensagem espiritual do passado, as obras monumentais de cada
povo perduram no presente como o testemunho vivo de suas tradições seculares. A
humanidade, cada vez mais consciente da unidade dos valores humanos, as considera
um bem comum e, perante as gerações futuras, se reconhece solidariamente responsável
por preservá-las, impondo a si mesma o dever de transmiti-las na plenitude de sua
autenticidade.
Carta de Veneza, 31 de maio de 1964. Disponível em: www.iphan.gov.br. Acesso em: 7 out. 2019.
TEXTO II
Os sistemas tradicionais de proteção se mostram cada vez menos eficientes diante
do processo acelerado de urbanização e transformação de nossa sociedade. A legislação
de proteção peca por considerar o monumento, até certo ponto, desvinculado da
realidade socioeconômica. O tombamento, ao decretar a imutabilidade do monumento,
provoca a redução de seu valor venal e o abandono, o que é uma causa, ainda que lenta,
de destruição inevitável.
TELLES, L. S. Manual do patrimônio histórico. Porto Alegre; Caxias do Sul: 
Escola Superior de Teologia São Lourenço de Brindes, 1977 (adaptado).
Escritos em temporalidade histórica aproximada, os textos se distanciam ao
apresentarem pontos de vista diferentes sobre a(s)",A: ampliação do comércio de imagens sacras.; B: substituição de materiais de valor artístico.; C: políticas de conservação de bens culturais.; D: defesa da privatização de sítios arqueológicos.; E: medidas de salvaguarda de peças museológicas.,2021,abandono acelerado acesso adaptado ainda alegre apresentarem aproximada autenticidade bem br brindes cada carta causa caxias certo comum consciente considera considerar decretar destruição desvinculado dever diante diferentes disponível distanciam eficientes escola escritos espiritual futuras gerações gov histórica histórico humanidade humanos i ii impondo imutabilidade inevitável iphan l las legislação lenta lourenço maio manual menos mensagem mesma monumentais monumento mostram obras out passado patrimônio peca perante perduram plenitude ponto pontos portadoras porto povo presente preservá processo proteção provoca realidade reconhece redução responsável s seculares si sistemas sobre sociedade socioeconômica solidariamente sul superior telles temporalidade teologia testemunho texto textos tombamento tradicionais tradições transformação transmiti unidade urbanização valor valores venal veneza vez vista vivo www,A: ampliação comércio imagens sacras; B: artístico materiais substituição valor; C: bens conservação culturais políticas; D: arqueológicos defesa privatização sítios; E: medidas museológicas peças salvaguarda
50,B,1.67763,"TEXTO I
Em 2016, foram gerados 44,7 milhões de toneladas de resíduos eletrônicos, um
aumento de 8% na comparação com 2014. Especialistas previram um crescimento de
mais 17%, para 52,2 milhões de toneladas, até 2021.
Disponível em: https://nacoesunidas.org. Acesso em: 12 out. 2019 (adaptado).
TEXTO II
Há ainda quem exporte deliberadamente lixo eletrônico para o Gana. É mais caro
reciclar devidamente os resíduos no mundo industrializado, onde até existem os recursos
e a tecnologia. Um negócio muito mais lucrativo é vender o lixo eletrônico a negociantes
locais, que o importam alegando tratar-se de material usado. Os negociantes depois
vendem o lixo aos jovens no mercado, ou noutro lado, que o desmantelam e extraem os
fios de cobre. Estes são derretidos em lareiras ao ar livre, poluindo o ar e, muitas vezes,
intoxicando diretamente os próprios jovens.
KALEDZI, I.; SOUZA, G. Disponível em: www.dw.com. Acesso em: 12 out. 2019 (adaptado). 
No contexto das discussões ambientais, as práticas descritas nos textos refletem um
padrão de relações derivado do(a):",A: Exercício pleno da cidadania.; B: Divisão internacional do trabalho.; C: Gestão empresarial do toyotismo.; D: Concepção sustentável da economia.; E: Protecionismo alfandegário dos Estados.,2021,acesso adaptado ainda alegando ambientais ar aumento caro cobre comparação contexto crescimento deliberadamente derivado derretidos descritas desmantelam devidamente diretamente discussões disponível dw eletrônico eletrônicos especialistas existem exporte extraem fios g gana gerados https i ii importam industrializado intoxicando jovens kaledzi lado lareiras livre lixo locais lucrativo material mercado milhões muitas mundo nacoesunidas negociantes negócio noutro onde org out padrão poluindo previram práticas próprios reciclar recursos refletem relações resíduos souza tecnologia texto textos toneladas tratar usado vendem vender vezes www,A: cidadania exercício pleno; B: divisão internacional trabalho; C: empresarial gestão toyotismo; D: concepção economia sustentável; E: alfandegário estados protecionismo
51,A,0.78405,"Preços justos e autorizações de uso da água devem garantir de forma adequada que
a retirada de água, bem como o retorno de efluentes, mantenham operações eficientes e
ambientalmente sustentáveis, de maneira que sejam adaptáveis às peculiaridades e
necessidades da indústria e da irrigação em larga escala, bem como às atividades da
agricultura em pequena escala e de subsistência.
UNESCO. Relatório Mundial das Nações Unidas sobre Desenvolvimento 
dos Recursos Hídricos. Água para um mundo sustentável. Unesco, 2015.
Considerando o debate sobre segurança hídrica, a proposta apresentada no texto está
pautada no(a)",A: distribuição equitativa do abastecimento.; B: monitoramento do fornecimento urbano.; C: racionamento da capacidade fluvial.; D: revitalização gradativa de solos.; E: geração de produtos recicláveis.,2021,adaptáveis adequada agricultura ambientalmente apresentada atividades autorizações bem considerando debate desenvolvimento devem eficientes efluentes escala forma garantir hídrica hídricos indústria irrigação justos larga maneira mantenham mundial mundo nações necessidades operações pautada peculiaridades pequena preços proposta recursos relatório retirada retorno segurança sobre subsistência sustentáveis sustentável texto unesco unidas uso água,A: abastecimento distribuição equitativa; B: fornecimento monitoramento urbano; C: capacidade fluvial racionamento; D: gradativa revitalização solos; E: geração produtos recicláveis
52,D,1.3784,"Durante os anos de 1854-55, o governo brasileiro — por meio de sua representação
diplomática em Londres — e os livre-cambistas ingleses — nas colunas do Daily News e
na Câmara dos Comuns — aumentaram a pressão pela revogação da Lei Aberdeen. O
governo britânico, entretanto, ainda receava que, sem um tratado anglo-brasileiro
satisfatório para substituí-la, não haveria nada que impedisse os brasileiros de um dia
voltarem aos seus velhos hábitos.
BETHELL, L. A abolição do comércio brasileiro de escravos. Brasília: Senado Federal, 2002 (adaptado).
As tensões diplomáticas expressas no texto indicam o interesse britânico em",A: estabelecer jurisdição conciliadora.; B: compartilhar negócios marítimos.; C: fomentar políticas higienistas.; D: manter a proibição comercial.; E: promover o negócio familiar.,2021,aberdeen abolição adaptado ainda anglo anos aumentaram bethell brasileiro brasileiros brasília britânico cambistas colunas comuns comércio câmara daily dia diplomática diplomáticas durante entretanto escravos expressas federal governo haveria hábitos impedisse indicam ingleses interesse l la lei livre londres meio nada news pressão receava representação revogação satisfatório senado substituí tensões texto tratado velhos voltarem,A: conciliadora estabelecer jurisdição; B: compartilhar marítimos negócios; C: fomentar higienistas políticas; D: comercial manter proibição; E: familiar negócio promover
53,B,0.66068,"Famoso por ser o encantador de viúvas da cidade de Cabaceiras, na Paraíba, Zé de
Sila é um contador de histórias parecido com o personagem Chicó, do Auto da
Compadecida. Ele defende veementemente que a oração da avó sustentava mais a
chuva. “Quando era pequeno e chovia por aqui, ajudava minha avó colocando os pratos
emborcados no terreiro para diminuir o vento. Ela fazia isso e rezava para a chuva durar
mais”, diz Zé de Sila.
GALDINO, V.; BARBOSA, R. C. Artistas por um dia? João Pessoa: Editora Universitária, 2009.
Ao destacar expressões e vivências populares do cotidiano, o texto mobiliza os seguintes
aspectos da diversidade regional:",A: Alianças afetivas conectadas ao ritual matrimonial.; B: Práticas místicas associadas ao patrimônio cultural.; C: Manifestações teatrais atreladas ao imaginário político.; D: Narrativas fílmicas relacionadas às intempéries climáticas.; E: Argumentações literárias interligadas às catástrofes ambientais.,2021,ajudava aqui artistas aspectos auto avó barbosa c cabaceiras chicó chovia chuva cidade colocando compadecida contador cotidiano defende destacar dia diminuir diversidade diz durar editora emborcados encantador expressões famoso fazia galdino histórias joão mobiliza oração paraíba parecido pequeno personagem pessoa populares pratos r regional rezava seguintes sila sustentava terreiro texto universitária v veementemente vento vivências viúvas zé,A: afetivas alianças conectadas matrimonial ritual; B: associadas cultural místicas patrimônio práticas; C: atreladas imaginário manifestações político teatrais; D: climáticas fílmicas intempéries narrativas relacionadas; E: ambientais argumentações catástrofes interligadas literárias
54,C,1.07751,"O uso de novas tecnologias envolve a assimilação de uma cultura empresarial na
qual haja a integração entre as propostas de modernização tecnológica e a
racionalização. Nem sempre o uso de novas tecnologias é apenas um processo técnico
na medida em que pressupõe uma nova orientação no controle do capital, no processo
produtivo e na qualificação da mão de obra. Dos diversos efeitos que derivaram dessa
orientação, a terceirização, a precarização e a flexibilização aparecem com constância
como características do paradigma flexível, em substituição ao modelo taylorista-fordista.
 HERÉDIA, V. Novas tecnologias nos processos de trabalho: efeitos da reestruturação produtiva. 
Scripta Nova, n. 170, ago. 2004 (adaptado).
O uso de novas tecnologias relacionado ao controle empresarial é criticado no texto em
razão da",A: operacionalização da tarefa laboral.; B: capacitação de profissionais liberais.; C: fragilização das relações de trabalho.; D: hierarquização dos cargos executivos.; E: aplicação dos conhecimentos da ciência.,2021,adaptado ago aparecem apenas assimilação capital características constância controle criticado cultura derivaram dessa diversos efeitos empresarial envolve flexibilização flexível fordista herédia integração medida modelo modernização mão n nova novas obra orientação paradigma precarização pressupõe processo processos produtiva produtivo propostas qualificação racionalização razão reestruturação relacionado scripta sempre substituição taylorista tecnologias tecnológica terceirização texto trabalho técnico uso v,A: laboral operacionalização tarefa; B: capacitação liberais profissionais; C: fragilização relações trabalho; D: cargos executivos hierarquização; E: aplicação ciência conhecimentos
55,E,1.1317,"A categoria de refugiado carrega em si as noções de transitoriedade, provisoriedade
e temporalidade. Os refugiados situam-se entre o país de origem e o país de destino. Ao
transitarem entre os dois universos, ocupam posição marginal, tanto em termos
identitários — assentada na falta de pertencimento pleno enquanto membros da
comunidade receptora e nos vínculos introjetados por códigos partilhados com a
comunidade de origem — quanto em termos jurídicos, ao deixarem de exercitar, ao
menos em caráter temporário, o status de cidadãos no país de origem e portar o status de
refugiados no país receptor.
MOREIRA, J. B. Refugiados no Brasil: reflexões acerca do processo de integração local. 
REMHU, n. 43, jul.-dez. 2014 (adaptado).
A condição de transitoriedade dos refugiados no Brasil, conforme abordada no texto, é
provocada pela associação entre",A: ascensão social e burocracia estatal.; B: miscigenação étnica e limites fronteiriços.; C: desqualificação profissional e ação policial.; D: instabilidade financeira e crises econômicas.; E: desenraizamento cultural e insegurança legal.,2021,abordada acerca adaptado assentada associação b brasil carrega caráter categoria cidadãos comunidade condição conforme códigos deixarem destino dez dois enquanto exercitar falta identitários integração introjetados j jul jurídicos local marginal membros menos moreira n noções ocupam origem partilhados país pertencimento pleno portar posição processo provisoriedade provocada quanto receptor receptora reflexões refugiado refugiados remhu si situam status tanto temporalidade temporário termos texto transitarem transitoriedade universos vínculos,A: ascensão burocracia estatal social; B: fronteiriços limites miscigenação étnica; C: ação desqualificação policial profissional; D: crises econômicas financeira instabilidade; E: cultural desenraizamento insegurança legal
56,D,1.56953,"Mulheres naturalistas raramente figuraram na corrida por conhecer terras exóticas.
No século XIX, mulheres como Lady Charlotte Canning eventualmente coletavam
espécimes botânicos, mas quase sempre no papel de esposas coloniais, viajando para
locais onde seus maridos as levavam e não em busca de seus próprios projetos
científicos.
SOMBRIO, M. M. O. Em busca pelo campo — Mulheres em expedições científicas 
no Brasil em meados do século XX. Cadernos Pagu, n. 48, 2016.
No contexto do século XIX, a relação das mulheres com o campo científico, descrita no
texto, é representativa da",A: afirmação da igualdade de gênero.; B: transformação dos espaços de lazer.; C: superação do pensamento patriarcal.; D: incorporação das estratificações sociais.; E: substituição das atividades domésticas.,2021,botânicos brasil busca cadernos campo canning charlotte científicas científico científicos coletavam coloniais conhecer contexto corrida descrita esposas espécimes eventualmente expedições exóticas figuraram lady levavam locais m maridos meados mulheres n naturalistas onde pagu papel projetos próprios quase raramente relação representativa sempre sombrio século terras texto viajando xix xx,A: afirmação gênero igualdade; B: espaços lazer transformação; C: patriarcal pensamento superação; D: estratificações incorporação sociais; E: atividades domésticas substituição
57,D,1.43975,"Nos setores mais altamente desenvolvidos da sociedade contemporânea, o
transplante de necessidades sociais para individuais é de tal modo eficaz que a diferença
entre elas parece puramente teórica. As criaturas se reconhecem em suas mercadorias;
encontram sua alma em seu automóvel, casa em patamares, utensílios de cozinha.
MARCUSE, H. A ideologia da sociedade industrial: o homem unidimensional. Rio de Janeiro: Zahar, 1979.
O texto indica que, no capitalismo, a satisfação dos desejos pessoais é influenciada por",A: políticas estatais de divulgação.; B: incentivos controlados de consumo.; C: prescrições coletivas de organização.; D: mecanismos subjetivos de identificação.; E: repressões racionalizadas do narcisismo.,2021,alma altamente automóvel capitalismo casa contemporânea cozinha criaturas desejos desenvolvidos diferença eficaz encontram h homem ideologia indica individuais industrial influenciada janeiro marcuse mercadorias modo necessidades parece patamares pessoais puramente reconhecem rio satisfação setores sociais sociedade tal texto teórica transplante unidimensional utensílios zahar,A: divulgação estatais políticas; B: consumo controlados incentivos; C: coletivas organização prescrições; D: identificação mecanismos subjetivos; E: narcisismo racionalizadas repressões
58,E,0.61191,"A vida das pessoas se modifica com a mesma rapidez com que se reproduz a
cidade. O lugar da festa, do encontro quase desaparecem; o número de brincadeiras
infantis nas ruas diminui — as crianças quase não são vistas; os pedaços da cidade são
vendidos, no mercado, como mercadorias; árvores são destruídas, praças transformadas
em concreto. Por outro lado, os habitantes parecem perder na cidade suas próprias
referências. A imagem de uma grande cidade hoje é tão mutante que se assemelha à de
um grande guindaste, aliás, a presença maciça destes, das britadeiras, das betoneiras
nos dão o limite do processo de transformação diária ao qual está submetida a cidade.
CARLOS, A. F. A. A cidade. São Paulo: Contexto, 2011 (adaptado).
No contexto das grandes cidades brasileiras, a situação apresentada no texto vem
ocorrendo como consequência da",A: manutenção dos modos de convívio social.; B: preservação da essência do espaço público.; C: ampliação das normas de controle ambiental.; D: flexibilização das regras de participação política.; E: alteração da organização da paisagem geográfica.,2021,adaptado aliás apresentada assemelha betoneiras brasileiras brincadeiras britadeiras carlos cidade cidades concreto consequência contexto crianças desaparecem destes destruídas diminui diária dão encontro f festa grande grandes guindaste habitantes hoje imagem infantis lado limite lugar maciça mercado mercadorias mesma modifica mutante número ocorrendo outro parecem paulo pedaços perder pessoas praças presença processo próprias quase rapidez referências reproduz ruas situação submetida texto transformadas transformação tão vem vendidos vida vistas árvores,A: convívio manutenção modos social; B: espaço essência preservação público; C: ambiental ampliação controle normas; D: flexibilização participação política regras; E: alteração geográfica organização paisagem
