numero_questao,gabarito,nu_param_B,enunciado,alternativas,ano
87,A,0.32546,"O Ministério do Trabalho e Emprego (MTE) realizou 248 ações fiscais e resgatou um total de  1 590 trabalhadores da situação análoga à de escravo, em 2014, em todo o país. A análise do enfrentamento do trabalho em condições análogas às de escravo materializa a efetivação de parcerias inéditas no trato da questão, podendo ser referenciadas ações fiscais realizadas com o Ministério da Defesa,  Exército Brasileiro, Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama) e Instituto Chico Mendes de Conservação da  Biodiversidade (ICMBio).Disponível em: http://portal.mte.gov.br.  Acesso em: 4 fev. 2015 (adaptado).",A: estratégia defendida no texto para reduzir o problema social apontado consiste em:A Articular os órgãos públicos; B: Pressionar o Poder Legislativo; C: Ampliar a emissão das multas; D: Limitar a autonomia das empresas; E: Financiar as pesquisas acadêmicas,2019
88,C,1.12907,"O bônus demográfico é caracterizado pelo período em que, por causa da redução do número de filhos por mulher, a estrutura populacional fica favorável ao crescimento econômico. Isso acontece porque há proporcionalmente menos crianças na população, e o percentual de idosos ainda não é alto.GOIS, A. O Globo , 5 abr. 2015 (adaptado).",A: ação estatal que contribui para o aproveitamento do bônus demográfico é o estímulo àA atração de imigrantes; B: elevação da carga tributária; C: qualificação da mão de obra; D: admissão de exilados políticos; E: concessão de aposentadorias,2019
89,D,1.02573,"Os moradores de Utqiagvik passaram dois meses quase totalmente na escuridãoOs habitantes desta pequena cidade no Alasca — o estado dos Estados Unidos mais ao norte —  já estão acostumados a longas noites sem ver a luz do dia. Em 18 de novembro de 2018, seus pouco mais de 4 mil habitantes viram o último pôr do sol do ano.  A oportunidade seguinte para ver a luz do dia ocorreu no dia 23 de janeiro de 2019, às 13 h 04 min (horário local).Disponível em: www.bbc.com. Acesso em: 16 maio 2019 (adaptado).O fenômeno descrito está relacionado ao fato de a cidade citada ter uma posição geográfica condicionada pela",A: continentalidade; B: maritimidade; C: longitude; D: latitude; E: altitude,2019
90,B,,"A fome não é um problema técnico, pois ela não se deve à falta de alimentos, isso porque a fome convive hoje com as condições materiais para resolvê-la.PORTO-GONÇALVES, C. W. Geografia da riqueza, fome e meio ambiente. In: OLIVEIRA, A. U.; MARQUES, M. I. M. (Org.). O campo no século XXI : território de vida, de luta e de construção da justiça social. São Paulo: Casa Amarela; Paz e Terra, 2004 (adaptado).O texto demonstra que o problema alimentar apresentado tem uma dimensão política por estar associado ao(à)",A: escala de produtividade regional; B: padrão de distribuição de renda; C: dificuldade de armazenamento de grãos; D: crescimento da população mundial; E: custo de escoamento dos produtos,2019
46,D,1.34087,"         Embora inegáveis os benefícios que ambas as economias têm auferido do intercâmbio comercial, o Brasil tem reiterado seu objetivo de desenvolver com a China uma relação comercial menos assimétrica. Os números revelam com clareza a assimetria. As exportações brasileiras de produtos básicos, especialmente soja, minério de ferro e petróleo, compõem, dependendo do ano, algo entre 75% e 80% da pauta, ao passo que as importações brasileiras consistem, aproximadamente, em 95% de produtos industrializados chineses, que vão desde os mais variados bens de consumo até máquinas e equipamentos de alto valor.LEÃO, V.  C. Prefácio. In: CINTRA, M. A. M.; SILVA FILHO, E. B.; PINTO, E. C. (Org.).China em transformação: dimensões econômicas e geopolíticas do desenvolvimento. Rio de Janeiro: Ipea, 2015.Uma ação estatal de longo prazo capaz de reduzir a assimetria na balança comercial brasileira, conforme exposto no texto, é o(a)",A:  expansão do setor extrativista; B:  incremento da atividade agrícola; C:  diversificação da matriz energética; D:  fortalecimento da pesquisa científica; E:  monitoramento do fluxo alfandegário,2020
47,A,1.82861,"         As estatísticas mais recentes do Brasil rural revelam um paradoxo que interessa a toda sociedade: o emprego de natureza agrícola definha em praticamente todo o país, mas a população residente no campo voltou a crescer; ou pelo menos parou de cair. Esses sinais trocados sugerem que a dinâmica agrícola, embora fundamental, já não determina sozinha os rumos da demografia no campo. Esse novo cenário é explicado em parte pelo incremento do emprego não agrícola no campo. Ao mesmo tempo, aumentou a massa de desempregados, inativos e aposentados que mantêm residência rural.SILVA, J. G. Velhos e novos mitos do rural brasileiro. Estudos Avançados, n. 43, dez. 2001.Sobre o espaço brasileiro, o texto apresenta argumentos que refletem a ",A:  heterogeneidade do modo de vida agrário; B:  redução do fluxo populacional nas cidades; C:  correlação entre força de trabalho e migração sazonal; D:  indissociabilidade entre local de moradia e acesso à renda; E:  desregulamentação das propriedades nas zonas de fronteira,2020
48,B,1.83008,"         Nas últimas décadas, uma acentuada feminização no mundo do trabalho vem ocorrendo. Se a participação masculina pouco cresceu no período pós-1970, a intensificação da inserção das mulheres foi o traço marcante. Entretanto, essa presença feminina se dá mais no espaço dos empregos precários, onde a exploração, em grande medida, se encontra mais acentuada.NOGUEIRA, C. M. As trabalhadoras do telemarketing: uma nova divisão sexual do trabalho? In: ANTUNES, R. et al. Infoproletários : degradação real do trabalho virtual.São Paulo: Boitempo, 2009.A transformação descrita no texto tem sido insuficiente para o estabelecimento de uma condição de igualdade de oportunidade em virtude da(s)",A:  estagnação de direitos adquiridos e do anacronismo da legislação vigente; B:  manutenção do status quo gerencial e dos padrões de socialização familiar; C:  desestruturação da herança patriarcal e das mudanças do perfil ocupacional; D:  disputas na composição sindical e da presença na esfera político-partidária; E:  exigências de aperfeiçoamento profissional e de habilidades na competência diretiva,2020
49,C,1.33811,"         A propriedade compreende, em seu conteúdo e alcance, além do tradicional direito de uso, gozo e disposição por parte de seu titular, a obrigatoriedade do atendimento de sua função social, cuja definição é inseparável do requisito obrigatório do uso racional da propriedade e dos recursos ambientais que lhe são integrantes. O proprietário, como membro integrante da comunidade, se sujeita a obrigações crescentes que, ultrapassando os limites do direito de vizinhança, no âmbito do direito privado, abrangem o campo dos direitos da coletividade, visando  o bem-estar geral, no âmbito do direito público.JELINEK, R. O princípio da função social da propriedade e sua repercussão sobre o sistema do Código Civil . Disponível em: www.mp.rs.gov.br. Acesso em: 20 fev. 2013.Os movimentos em prol da reforma agrária, que atuam com base no conceito de direito à propriedade apresentado no texto, propõem-se a",A:  reverter o processo de privatização fundiária; B:  ressaltar a inviabilidade da produção latifundiária; C:  defender a desapropriação dos espaços improdutivos; D:  impedir a produção exportadora nas terras agricultáveis; E:  coibir o funcionamento de empresas agroindustriais no campo,2020
50,B,-0.24666,"               A expansão das cidades e a formação das aglomerações urbanas no Brasil foram marcadas pela produção industrial e pela consolidação das metrópoles como locais de seu desenvolvimento. Na segunda metade do século XX, as metrópoles brasileiras estenderam-se por áreas de ocupação contínua, configurando densas regiões urbanizadas.MOURA, R. Arranjos urbano-regionais no Brasil: especificidades e reprodução de padrões. Disponível em: www.ub.edu. Acesso em: 11 fev. 2015.O resultado do processo geográfico descrito foi o(a)",A:  valorização da escala local; B:  crescimento das áreas periféricas; C:  densificação do transporte ferroviário; D:  predomínio do planejamento estadual; E:  inibição de consórcios intermunicipais,2020
51,D,0.55132,"               Zona de pastoreio e cultura do algodão e cereais do agreste (1963)CONVENÇÕESPASTOREIO - - - - - - - - - - - - - - -PLANTIO E LIMPA - - - - - - - - - -CRESCIMENTO- - - - - - - - - - -COLHEITA DE FEIJÃO - - - - - - - -COLHEITA DE MILHO VERDE - - -COLHEITA DE MILHO SECO - - -COLHEITA DE ALGODÃO - - - - - -ANDRADE, M. C. A terra e o homem no Nordeste. São Paulo: Brasiliense, 1963.",A: dinâmica produtiva apresentada na imagem tem como estratégia central a A  separação pelo tipo de solo; B:  exportação da colheita sazonal; C:  priorização da tecnologia moderna; D:  adequação pelo tempo da natureza; E:  intensificação da atividade pecuária,2020
52,D,0.73908,"         Dois grandes eventos históricos tornaram possível um caso como o de Menocchio: a invenção da imprensa e a Reforma. A imprensa lhe permitiu confrontar os livros com a tradição oral em que havia crescido e lhe forneceu as palavras para organizar o amontoado de ideias e fantasias que nele conviviam. A Reforma lhe deu audácia para comunicar o que pensava ao padre do vilarejo, conterrâneos, inquisidores — mesmo não tendo conseguido dizer tudo diante do papa, dos cardeais e dos príncipes, como queria.GINZBURG, C. O queijo e os vermes: o cotidiano e as ideias de um moleiro perseguido pela Inquisição. São Paulo: Cia. das Letras, 2006.Os acontecimentos históricos citados ajudaram esse indivíduo, no século XVI, a repensar a visão católica do mundo ao possibilitarem a",A:  consulta pública das bibliotecas reais; B:  sofisticação barroca do ritual litúrgico; C:  aceitação popular da educação secular; D:  interpretação autônoma dos textos bíblicos; E:  correção doutrinária das heresias medievais,2020
53,D,0.76774,"         “Devo estar chegando perto do centro da Terra. Deixe ver: deve ter sido mais de seis mil quilômetros, por aí...” (como se vê, Alice tinha aprendido uma porção de coisas desse tipo na escola, e embora essa não fosse uma oportunidade lá muito boa de demonstrar conhecimentos, já que não havia ninguém por perto para escutá-la, em todo caso era bom praticar um pouco) “... sim, deve ser mais ou menos essa a distância... mas então qual seria a latitude ou longitude em que estou?” (Alice não tinha a menor ideia do que fosse latitude ou longitude, mas achou que eram palavras muito imponentes).CARROLL, L. Aventuras de Alice: no País das Maravilhas, Através do espelho e outros textos. São Paulo: Summus, 1980.O texto descreve uma confusão da personagem em relação",A:  ao tipo de projeção cartográfica; B:  aos contornos dos fusos horários; C:  à localização do norte magnético; D:  aos referenciais de posição relativa; E:  às distorções das formas continentais,2020
54,A,0.08927,"         A arte pré-histórica africana foi incontestavelmente um veículo de mensagens pedagógicas e sociais. Os San, que constituem hoje o povo mais próximo da realidade das representações rupestres, afirmam que seus antepassados lhes explicaram sua visão do mundo a partir desse gigantesco livro de imagens que são as galerias. A educação dos povos que desconhecem a escrita está baseada sobretudo na imagem e no som, no audiovisual.KI-ZERBO, J. A arte pré-histórica africana. In: KI-ZERBO, J. (Org.)História geral da África, I: metodologia e pré-história da África.Brasília: Unesco, 2010.De acordo com o texto, a arte mencionada é importante para os povos que a cultivam por colaborar para o(a)",A:  transmissão dos saberes acumulados; B:  expansão da propriedade individual; C:  ruptura da disciplina hierárquica; D:  surgimento dos laços familiares; E:  rejeição de práticas exógenas,2020
55,E,3.51778,"         Será que as coisas lhe pareceriam diferentes se, de fato, todas elas existissem apenas na sua mente — se tudo o que você julgasse ser o mundo externo real fosse apenas um sonho ou alucinação gigante, de que você jamais fosse despertar? Se assim fosse, então é claro que você nunca poderia despertar, como faz quando sonha, pois significaria que não há mundo “real” no qual despertar. Logo, não seria exatamente igual a um sonho ou alucinação normal.NAGEL, T. Uma breve introdução à filosofia . São Paulo: Martins Fontes, 2011.O texto confere visibilidade a uma doutrina filosófica contemporânea conhecida como:","A:  Personalismo, que vincula a realidade circundante aos domínios do pessoal; B:  Falsificacionismo, que estabelece ciclos de problemas para refutar uma conjectura; C:  Falibilismo, que rejeita mecanismos mentais para sustentar uma crença inequívoca; D:  Idealismo, que nega a existência de objetos independentemente do trabalho cognoscente; E:  Solipsismo, que reconhece limitações cognitivas para compreender uma experiência compartilhada",2020
56,D,1.00147,"         A demanda mundial para a produção de alimentos aumenta progressivamente a taxas muito altas. Atualmente, na maioria dos países, continentes e regiões, a água consumida na agricultura é de cerca de 70% da disponibilidade total.TUNDISI, J. G. Recursos hídricos no futuro: problemas e soluções.Estudos Avançados, n. 63, 2008 (adaptado).Para que haja a redução da pressão sobre o recurso natural mencionado, a expansão da agricultura demanda melhorias no(a)",A:  fertilização química do solo; B:  escoamento hídrico do terreno; C:  manutenção de poços artesianos; D:  eficiência das técnicas de irrigação.; E:  velocidade das máquinas colheitadeiras,2020
57,B,2.07959,"         No caso do Departamento de Defesa dos Estados Unidos, a ênfase está posta no traçado de uma estratégia geral de desarticulação, não só dos inimigos reais como dos potenciais, inserida na concepção preventiva que supõe que a mínima dissidência é um sinal de perigo e de guerra futura. Deve-se ter capacidade para responder a uma guerra convencional tanto quanto para enfrentar um inimigo difuso, atentando simultaneamente para todas as áreas geográficas do planeta. Trata-se, sem dúvida, da estratégia com pretensões mais abrangentes que se desenvolveu até agora.CECEÑA, A. E. Hegemonias e emancipações no século XXI.Buenos Aires: Clacso, 2005 (adaptado).Tomando o texto como parâmetro, qual tendência contemporânea impulsiona a formulação de estratégias mais abrangentes por parte do Estado americano?",A:  Erradicação dos conflitos em territórios; B:  Propagação de organizações em redes; C:  Eliminação das diferenças regionais; D:  Ampliação de modelo democrático; E:  Projeção da diplomacia mundial,2020
58,E,1.03565,"         O planejamento deixou de controlar o crescimento urbano e passou a encorajá-lo por todos os meios possíveis e imagináveis. Cidades, a nova mensagem soou em alto e bom som, eram máquinas de produzir riquezas; o primeiro e principal objetivo do planejamento devia ser o de azeitar a máquina.HALL, P. Cidades do amanhã: uma história intelectual do planejamento e do projeto urbanos no século XX. São Paulo: Perspectiva, 2016 (adaptado).O modelo de planejamento urbano problematizado no texto é marcado pelo(a)",A:  primazia da gestão popular; B:  uso de práticas sustentáveis; C:  construção do bem-estar social; D:  soberania do poder governamental; E:  ampliação da participação empresarial,2020
59,C,1.05118,"         Escudos antigos ou maciços cristalinos são blocos imensos de rochas antigas. Estes escudos são constituídos por rochas cristalinas (magmático-plutônicas), formadas em eras pré-cambrianas, ou por rochas metamórficas (material sedimentar) do Paleozoico. São resistentes, estáveis, porém bastante desgastadas. Correspondem a 36% da área territorial e dividem-se em duas grandes porções: o Escudo das Guianas (norte da Planície Amazônica) e o Escudo Brasileiro (porção centro-oriental brasileira).Disponível em: http://ambientes.ambientebrasil.com.br. Acesso em: 25 jun. 2015.As estruturas geológicas indicadas no texto são importantes economicamente para o Brasil por concentrarem",A:  fontes de águas termais; B:  afloramentos de sal-gema; C:  jazidas de minerais metálicos; D:  depósitos de calcário agrícola; E:  reservas de combustível fóssil,2020
60,E,1.07266,"         Em A morte de Ivan Ilitch, Tolstoi descreve com detalhes repulsivos o terror de encarar a morte iminente. Ilitch adoece depois de um pequeno acidente e logo compreende que se encaminha para o fim de modo impossível de parar. “Nas profundezas de seu coração, ele sabia estar morrendo, mas em vez de se acostumar com a ideia, simplesmente não o fazia e não conseguia compreendê-la”.KAZEZ, J. O peso das coisas: filosofia para o bem-viver. Rio de Janeiro: Tinta Negra, 2004.O texto descreve a experiência do personagem de Tolstoi diante de um aspecto incontornável de nossas vidas. Esse aspecto foi um tema central na tradição filosófica","A:  marxista, no contexto do materialismo histórico; B:  logicista, no propósito de entendimento dos fatos; C:  utilitarista, no sentido da racionalidade das ações; D:  pós-modernista, na discussão da fluidez das relações; E:  existencialista, na questão do reconhecimento de si",2020
61,C,1.60777,"         A Divisão Internacional do Trabalho significa que alguns países se especializam em ganhar e outros, em perder. Nossa comarca no mundo, que hoje chamamos América Latina, foi precoce: especializou-se em perder desde os remotos tempos em que os europeus do Renascimento se aventuraram pelos mares e lhe cravaram os dentes na garganta. Passaram-se os séculos e a América Latina aprimorou suas funções.GALEANO, E. As veias abertas da América Latina. São Paulo: Paz e Terra, 1978.Escrito na década de 1970, o texto considera a participação da América Latina na Divisão Internacional do Trabalho marcada pela",A:  produção inovadora de padrões de tecnologia; B:  superação paulatina do caráter agroexportador; C:  apropriação imperialista dos recursos territoriais; D:  valorização econômica dos saberes tradicionais; E:  dependência externa do suprimento de alimentos,2020
62,B,1.67407,"         Sexto rei sumério (governante entre os séculos XVIII e XVII a.C.) e nascido em Babel, “Khammu-rabi” (pronúncia em babilônio) foi fundador do I Império Babilônico (correspondente ao atual Iraque), unificando amplamente o mundo mesopotâmico, unindo os semitas e os sumérios e levando a Babilônia ao máximo esplendor. O nome de Hamurabi permanece indissociavelmente ligado ao código jurídico tido como o mais remoto já descoberto: o Código de Hamurabi. O legislador babilônico consolidou a tradição jurídica, harmonizou os costumes e estendeu o direito e a lei a todos os súditos.Disponível em: www.direitoshumanos.usp.br. Acesso em: 12 fev. 2013 (adaptado).Nesse contexto de organização da vida social, as leis contidas no Código citado tinham o sentido de",A:  assegurar garantias individuais aos cidadãos livres; B:  tipificar regras referentes aos atos dignos de punição; C:  conceder benefícios de indulto aos prisioneiros de guerra; D:  promover distribuição de terras aos desempregados urbanos; E:  conferir prerrogativas políticas aos descendentes de estrangeiro s,2020
63,B,1.68003,"         Desde o mundo antigo e sua filosofia, que o trabalho tem sido compreendido como expressão de vida e degradação, criação e infelicidade, atividade vital e escravidão, felicidade social e servidão. Trabalho e fadiga. Na Modernidade, sob o comando do mundo da mercadoria e do dinheiro, a prevalência do negócio (negar o ócio) veio sepultar o império do repouso, da folga e da preguiça, criando uma ética positiva do trabalho.ANTUNES, R. O século XX e a era da degradação do trabalho. In: SILVA, J. P. (Org.). Por uma sociologia do século XX. São Paulo: Annablume, 2007 (adaptado).O processo de ressignificação do trabalho nas sociedades modernas teve início a partir do surgimento de uma nova mentalidade, influenciada pela","A:  reforma higienista, que combateu o caráter excessivo e insalubre do trabalho fabril; B:  Reforma Protestante, que expressou a importância das atividades laborais no mundo secularizado; C:  força do sindicalismo, que emergiu no esteio do anarquismo reivindicando direitos trabalhistas; D:  participação das mulheres em movimentos sociais, defendendo o direito ao trabalho; E:  visão do catolicismo, que, desde a Idade Média, defendia a dignidade do trabalho e do lucro",2020
64,E,1.73772,"         É difícil imaginar que nos anos 1990, num país com setores da população na pobreza absoluta e sem uma rede de benefícios sociais em que se apoiar, um governo possa abandonar o papel de promotor de programas de geração de emprego, de assistência social, de desenvolvimento da infraestrutura e de promoção de regiões excluídas, na expectativa de que o mercado venha algum dia a dar uma resposta adequada a tudo isso.SORJ, B. A nova sociedade brasileira. Rio de Janeiro: Jorge Zahar, 2000 (adaptado).Nesse contexto, a criticada postura dos governos frente à situação social do país coincidiu com a priorização de que medidas?",A:  Expansão dos investimentos nas empresas públicas e nos bancos estatais; B:  Democratização do crédito habitacional e da aquisição de moradias populares; C:  Enxugamento da carga fiscal individual e da contribuição tributária empresarial; D:  Reformulação do acesso ao ensino superior e do financiamento científico nacional; E:  Reforma das políticas macroeconômicas e dos mecanismos de controle inflacionário,2020
65,D,1.18132,"               O conjunto representado pelo agronegócio demanda condições específicas que passam a ser exigidas dos territórios. Como há uma elevação da formação de fluxos, materiais e imateriais, a crescente articulação com as escalas que vão do local ao global terminam por pressionar o Estado a agir visando uma instalação no território de fixos diversos, bem como de uma regulação específica.LIMA, R. C.; PENNA, N. A. A logística de transportes do agronegócio em Mato Grosso (Brasil). Confins, n. 26, fev. 2016.O mapa e o texto se complementam indicando que a expansão das rodovias se deu como resposta ao(à)",A:  alteração da matriz econômica; B:  substituição do modal hidroviário; C:  retração do contingente demográfico; D:  projeção do escoamento produtivo; E:  estagnação de lavouras policultoras,2020
66,E,-0.03828,"               Um dos resquícios franceses na dança são os comandos proferidos pelo marcador da quadrilha. Seu papel é anunciar os próximos passos da coreografia. O abrasileiramento de termos franceses deu origem, por exemplo, ao saruê (soirée  — reunião social noturna, ordem para todos se juntarem no centro do salão), anarriê (en arrière  — para trás) e anavã (en avant — para frente).Disponível em: www.ebc.com.br. Acesso em: 6 jul. 2015.",A: característica apresentada dessa manifestação popular resulta do seguinte processo socio-histórico:A  Massificação da arte erudita; B:  Rejeição de hábitos elitistas; C:  Laicização dos rituais religiosos; D:  Restauração dos costumes antigos; E:  Apropriação de práticas estrangeiras,2020
67,B,3.22867,         Vale da GrandeFendaVulcõesDisponível em: https://noticias.uol.com.br. Acesso em: 13 jun. 2018 (adaptado).Os aspectos físicos apresentados originam-se da atuação da força natural de,A:  colisão de placas tectônicas.; B:  rifteamento da crosta terrestre.; C:  subducção da plataforma oceânica.; D:  formação de cadeias montanhosas; E:  metamorfi  smo de bordas continentais,2020
68,D,0.95988,"         A reabilitação da biografi  a histórica integrou as aquisições da história social e cultural, oferecendo aos diferentes atores históricos uma importância diferenciada, distinta, individual. Mas não se tratava mais de fazer, simplesmente, a história dos grandes nomes, em formato hagiográfi  co — quase uma vida de santo —, sem problemas, nem máculas. Mas de examinar os atores (ou o ator) célebres ou não, como testemunhas, como refl  exos, como reveladores de uma época.DEL PRIORE, M. Biografi  a: quando o indivíduo encontra a história.Topoi , n. 19, jul.-dez. 2009.De acordo com o texto, novos estudos têm valorizado a história do indivíduo por se constituir como possibilidade de",A:  adesão ao método positivista; B:  expressão do papel das elites; C:  resgate das narrativas heroicas; D:  acesso ao cotidiano das comunidades; E:  interpretação das manifestações do divino,2020
69,E,1.58949,"         A sociedade como um sistema justo de cooperação social consiste em uma das ideias familiares fundamentais, que dá estrutura e organização à justiça como equidade. A cooperação social guia-se por regras e procedimentos publicamente reconhecidos e aceitos por aqueles que cooperam como sendo apropriados para regular a sua conduta. Diz-se que a cooperação é justa porque seus termos são tais que todos os participantes podem razoavelmente aceitar, desde que todos os demais também o aceitem.FERES JR., J.; POGREBINSCHI, T. Teoria política contemporânea: uma introdução. Rio de Janeiro: Elsevier, 2010.No contexto do pensamento político, a ideia apresentada mostra-se consoante o(a)",A:  ideal republicano de governo.; B:  corrente tripartite dos poderes; C:  posicionamento crítico do socialismo; D:  legitimidade do absolutismo monárquico; E:  entendimento do contratualismo moderno,2020
70,E,1.50185,"         Com efeito, até a destruição de Cartago, o povo e o Senado romano governavam a República em harmonia e sem paixão, e não havia entre os cidadãos luta por glória ou dominação; o medo do inimigo mantinha a cidade no cumprimento do dever. Mas, assim que o medo desapareceu dos espíritos, introduziram-se os males pelos quais a prosperidade tem predileção, isto é, a libertinagem e o orgulho. SALÚSTIO. A conjuração de Catilina/A guerra de Jugurta. Petrópolis:Vozes, 1990 (adaptado).O acontecimento histórico mencionado no texto de Salústio, datado de I a.C., manteve correspondência com o processo de",A:  demarcação de terras públicas.; B:  imposição da escravidão por dívidas; C:  restrição da cidadania por parentesco; D:  restauração de instituições ancestrais; E:  expansão das fronteiras extrapeninsulares,2020
71,C,0.22539,"         O cântico da terraEu sou a terra, eu sou a vida.A ti, ó lavrador, tudo quanto é meu.Teu arado, tua foice, teu machado.O berço pequenino de teu filho.O algodão de tua vestee o pão de tua casa.E um dia bem distantea mim tu voltarás.E no canteiro materno de meu seiotranquilo dormirás.Plantemos a roça.Lavremos a gleba.CORALINA, C. Textos e contextos: poemas dos becos de Goiás e estórias mais.São Paulo: Global, 1997 (fragmento).No contexto das distintas formas de apropriação da terra, o poema de Cora Coralina valoriza a relação entre",A:  grileiros e controle territorial; B:  meeiros e divisão do trabalho; C:  camponeses e uso da natureza; D:  indígenas e manejo agroecológico; E:  latifundiários e fertilização do solo,2020
72,B,2.28546,"         Montaigne deu o nome para um novo gênero literário; foi dos primeiros a instituir na literatura moderna um espaço privado, o espaço do “eu”, do texto íntimo. Ele cria um novo processo de escrita filosófica, no qual hesitações, autocríticas, correções entram no próprio texto.COELHO, M. Montaigne . São Paulo: Publifolha, 2001 (adaptado).O novo gênero de escrita aludido no texto é o(a)","A:  confissão, que relata experiências de transformação; B:  ensaio, que expõe concepções subjetivas de um tema; C:  carta, que comunica informações para um conhecido; D:  meditação, que propõe preparações para o conhecimento; E:  diálogo, que discute assuntos com diferentes interlocutores",2020
73,C,1.02878,"         Declaração de Salamanca – 1994Acreditamos e proclamamos que: toda criança tem direito fundamental à educação e deve ser dada a oportunidade de atingir e manter o nível adequado de aprendizagem; toda criança possui características, interesses, habilidades e necessidades de aprendizagem que são únicas; sistemas educacionais deveriam ser designados e programas educacionais deveriam ser implementados no sentido de se levar em conta a vasta diversidade de tais características e necessidades.Disponível em: http://portal.mec.gov.br. Acesso em: 4 out. 2015.Como signatário da Declaração citada, o Brasil comprometeu-se com a elaboração de políticas públicas educacionais que contemplem a",A:  criação de privilégios; B:  contenção dos gastos; C:  pluralidade dos sujeitos; D:  padronização do currículo; E:  valorização da meritocracia,2020
74,C,1.21099,"         TEXTO IOs meus pensamentos são todos sensações.Penso com os olhos e com os ouvidosE com as mãos e os pésE com o nariz e a boca.PESSOA, F. O guardador de rebanhos – IX. In: GALHOZ, M. A. (Org.). Obras poéticas.Rio de Janeiro: Nova Aguilar, 1999 (fragmento).TEXTO IITudo aquilo que sei do mundo, mesmo por ciência, eu o sei a partir de uma visão minha ou de uma experiência do mundo sem a qual os símbolos da ciência não poderiam dizer nada.MERLEAU-PONTY, M. Fenomenologia da percepção . São Paulo:Martins Fontes, 1999 (adaptado).Os textos mostram-se alinhados a um entendimento acerca da ideia de conhecimento, numa perspectiva que ampara a",A:  anterioridade da razão no domínio cognitivo; B:  confirmação da existência de saberes inatos; C:  valorização do corpo na apreensão da realidade; D:  verificabilidade de proposições no campo da lógica; E:  possibilidade de contemplação de verdades atemporais,2020
75,C,1.08367,"         Afirmar que a cartografia da época moderna integrou o processo de invenção da América por parte dos europeus significa que os conhecimentos dos ameríndios sobre o território foram ignorados pela cartografia europeia ou que eles foram privados de sua representação territorial e da autoridade que seus conhecimentos tinham sobre o espaço.OLIVEIRA, T. K. Desconstruindo mapas, revelando espacializações: reflexões sobre o uso da cartografia em estudos sobre o Brasil colonial. Revista Brasileira de História ,n. 68, 2014 (adaptado).Na análise contida no texto, a representação cartográfica da América foi marcada por",A:  asserção da cultura dos nativos; B:  avanço dos estudos do ambiente; C:  afirmação das formas de dominação; D:  exatidão da demarcação das regiões; E:  aprimoramento do conceito de fronteira,2020
76,B,1.87439,"         A principal característica da situação social dos anglo-americanos é seu caráter eminentemente democrático. Afirmei anteriormente que reinava uma igualdade muito grande entre os emigrantes que foram se estabelecer na Nova Inglaterra. Para isso contribuiu a influência das leis de sucessão. Estabelecidas de uma maneira, as leis de sucessão reúnem, concentram e agrupam em um só a propriedade e o poder. Estabelecidas por outros princípios, produzem o oposto: dividem, partilham e disseminam os bens e o poder.TOCQUEVILLE, A. A democracia na América . Belo Horizonte: Itatiaia;São Paulo: Edusp, 1977 (adaptado).O texto tematiza o papel desempenhado por uma norma na criação de um ambiente propício ao(à)",A:  emprego do trabalho escravo; B:  consolidação dos valores burgueses; C:  banimento das dissidências religiosas; D:  contenção da identificação nacionalista; E:  hierarquização dos agentes econômicos,2020
77,A,1.58198,"         Vemos que toda cidade é uma espécie de comunidade, e toda comunidade se forma com vistas a algum bem, pois todas as ações de todos os homens são praticadas com vistas ao que lhe parece um bem; se todas as comunidades visam algum bem, é evidente que a mais importante de todas elas e que inclui todas as outras tem mais que todas este objetivo e visa ao mais importante de todos os bens. ARISTÓTELES. Política. Brasília: UnB,1988.No fragmento, Aristóteles promove uma reflexão que associa dois elementos essenciais à discussão sobre a vida em comunidade, a saber:","A:  Ética e política, pois conduzem à eudaimonia ; B:  Retórica e linguagem, pois cuidam dos discursos na ágora; C:  Metafísica e ontologia, pois tratam da filosofia primeira; D:  Democracia e sociedade, pois se referem a relações sociais; E:  Geração e corrupção, pois abarcam o campo da physis",2020
78,C,0.78922,"         O toyotismo, a partir dos anos 1970, teve grande impacto no mundo ocidental, quando se mostrou para os países avançados como uma opção possível para a superação de uma crise de acumulação.ANTUNES, R. Os sentidos do trabalho: ensaio sobre a afirmação e a negação do trabalho. São Paulo: Boitempo, 2009 (adaptado).A característica organizacional do modelo em questão, requerida no contexto de crise, foi o(a) ",A:  expansão dos grandes estoques; B:  incremento da fabricação em massa; C:  adequação da produção à demanda.; D:  aumento da mecanização do trabalho; E:  centralização das etapas de planejamento,2020
79,D,0.1343,"         O fenômeno histórico conhecido como “tráfico de coolies ” esteve associado diretamente ao período que vai do final da década de 1840 até o ano de 1874, quando milhares de chineses foram encaminhados principalmente para Cuba e Peru e muitos abusos no recrutamento de mão de obra foram identificados. O tráfico de coolies  ou, em outros termos, o transporte por meios coativos de mão de obra de um lugar para outro, foi comparado ao tráfico africano de escravos por muitos periodistas e analistas do século XIX.SANTOS, M. A. Migrações e trabalho sob contrato no século XIX. História, n. 12,  2017.A comparação mencionada no texto foi possível em razão da seguinte característica:",A:  Oferta de contrato formal; B:  Origem étnica dos grupos de trabalhadores; C:  Conhecimento das tarefas desenvolvidas; D:  Controle opressivo das vidas dos indivíduos; E:  Investimento requerido dos empregadores,2020
